RegionID,102001,394913,753899,394463,394514,394974,394692,395209,394856,394347,394404,395057,394532,395025,394976,395078,394865,395056,395121,395148,394358,394530,394982,394998,394458,395045,395055,394943,394466,394475,394735,394775,394492,394705,395059,394355,395194,394902,395005,394862,394714,394849,394935,394807,394669,395022,394910,394425,395012,394388,395053,395031,394640,395167,395169,394619,395238,394415,394312,394308,394938,394908,394357,394753,394653,394952,394318,394561,394367,394521,394843,394486,394648,394304,753906,394798,395134,394457,395143,394484,395235,395224,395115,394440,394399,395160,394816,394766,394931,394528,394531,394711,394352,394666,395006,394602
2020-09-26,45.0,64.0,31.0,44.0,44.0,31.0,50.0,22.0,76.0,41.0,26.0,25.0,30.0,28.0,29.0,16.0,33.0,26.0,29.0,32.0,31.0,22.0,41.0,26.0,23.0,20.0,57.0,36.0,19.0,41.0,32.0,39.0,20.0,21.0,29.0,30.0,69.0,49.0,37.0,43.0,44.0,28.0,41.0,26.0,57.0,22.0,61.0,25.0,20.0,30.0,18.0,34.0,21.0,24.0,45.0,24.0,27.0,63.0,23.0,33.0,46.0,47.0,46.0,39.0,41.0,30.0,45.0,,75.0,20.0,83.0,45.0,28.0,37.0,56.0,41.0,16.0,52.0,33.0,50.0,34.0,35.0,26.0,82.0,19.0,26.0,59.0,36.0,16.0,59.0,56.0,60.0,46.0,25.0,16.0,36.0
2020-10-03,42.0,60.0,31.0,42.0,43.0,31.0,50.0,22.0,74.0,40.0,25.0,23.0,29.0,27.0,28.0,16.0,34.0,24.0,29.0,31.0,30.0,22.0,42.0,26.0,22.0,19.0,50.0,35.0,19.0,35.0,27.0,40.0,18.0,22.0,28.0,29.0,63.0,49.0,31.0,38.0,40.0,25.0,40.0,25.0,54.0,22.0,51.0,25.0,19.0,31.0,15.0,31.0,20.0,21.0,39.0,24.0,25.0,63.0,23.0,35.0,34.0,40.0,37.0,34.0,40.0,28.0,42.0,,68.0,19.0,80.0,40.0,26.0,35.0,58.0,40.0,16.0,52.0,31.0,50.0,30.0,34.0,24.0,80.0,21.0,22.0,57.0,33.0,15.0,52.0,59.0,65.0,43.0,28.0,17.0,37.0
2020-10-10,41.0,59.0,30.0,40.0,43.0,31.0,50.0,21.0,75.0,37.0,23.0,23.0,28.0,26.0,28.0,16.0,32.0,25.0,28.0,30.0,30.0,23.0,41.0,26.0,21.0,18.0,52.0,35.0,19.0,35.0,25.0,40.0,18.0,20.0,28.0,28.0,59.0,49.0,30.0,41.0,37.0,24.0,42.0,23.0,30.0,21.0,49.0,24.0,18.0,31.0,16.0,28.0,19.0,20.0,36.0,26.0,22.0,53.0,25.0,37.0,32.0,27.0,31.0,32.0,42.0,30.0,45.0,,64.0,17.0,74.0,41.0,28.0,34.0,58.0,43.0,15.0,53.0,28.0,51.0,26.0,30.0,24.0,73.0,18.0,24.0,47.0,35.0,12.0,52.0,60.0,53.0,37.0,29.0,22.0,40.0
2020-10-17,40.0,59.0,30.0,39.0,42.0,31.0,49.0,20.0,72.0,37.0,23.0,22.0,27.0,26.0,27.0,16.0,32.0,24.0,27.0,29.0,27.0,22.0,39.0,25.0,21.0,18.0,51.0,35.0,19.0,35.0,26.0,39.0,19.0,20.0,29.0,26.0,57.0,49.0,29.0,51.0,34.0,24.0,41.0,21.0,30.0,23.0,50.0,24.0,17.0,31.0,15.0,27.0,18.0,21.0,35.0,26.0,20.0,52.0,24.0,36.0,32.0,30.0,30.0,31.0,37.0,27.0,42.0,43.0,64.0,15.0,67.0,37.0,30.0,36.0,55.0,43.0,16.0,51.0,31.0,51.0,27.0,28.0,27.0,71.0,14.0,23.0,46.0,33.0,13.0,47.0,59.0,53.0,36.0,24.0,22.0,38.0
2020-10-24,39.0,58.0,29.0,39.0,43.0,30.0,48.0,20.0,71.0,36.0,23.0,23.0,29.0,25.0,26.0,17.0,32.0,23.0,27.0,28.0,27.0,22.0,39.0,25.0,20.0,19.0,52.0,37.0,18.0,34.0,26.0,38.0,17.0,21.0,30.0,25.0,53.0,47.0,28.0,51.0,31.0,27.0,38.0,21.0,30.0,22.0,49.0,27.0,17.0,31.0,14.0,25.0,18.0,20.0,35.0,24.0,18.0,52.0,23.0,37.0,27.0,29.0,26.0,31.0,35.0,27.0,41.0,39.0,62.0,15.0,63.0,31.0,27.0,36.0,54.0,47.0,16.0,45.0,30.0,59.0,25.0,28.0,29.0,64.0,15.0,22.0,41.0,33.0,13.0,44.0,57.0,52.0,35.0,24.0,24.0,35.0
2020-10-31,39.0,59.0,29.0,39.0,43.0,29.0,46.0,18.0,71.0,36.0,23.0,24.0,29.0,25.0,26.0,17.0,31.0,23.0,27.0,28.0,25.0,22.0,39.0,26.0,22.0,19.0,53.0,36.0,19.0,34.0,26.0,39.0,17.0,20.0,29.0,25.0,51.0,49.0,31.0,51.0,32.0,27.0,39.0,21.0,30.0,22.0,46.0,28.0,17.0,31.0,14.0,26.0,18.0,22.0,36.0,27.0,19.0,51.0,23.0,34.0,29.0,29.0,30.0,30.0,33.0,25.0,36.0,48.0,62.0,16.0,59.0,34.0,30.0,34.0,50.0,41.0,16.0,46.0,34.0,54.0,24.0,25.0,27.0,64.0,,23.0,44.0,34.0,17.0,46.0,53.0,45.0,38.0,22.0,23.0,35.0
2020-11-07,39.0,59.0,29.0,39.0,43.0,28.0,46.0,19.0,72.0,37.0,23.0,25.0,30.0,25.0,27.0,18.0,31.0,23.0,29.0,29.0,24.0,22.0,42.0,26.0,23.0,20.0,53.0,37.0,18.0,35.0,26.0,39.0,17.0,21.0,30.0,26.0,53.0,60.0,31.0,53.0,34.0,28.0,37.0,22.0,29.0,23.0,45.0,30.0,18.0,29.0,14.0,28.0,19.0,24.0,39.0,27.0,19.0,49.0,23.0,35.0,28.0,29.0,30.0,29.0,33.0,26.0,33.0,53.0,61.0,16.0,54.0,43.0,27.0,34.0,48.0,40.0,17.0,45.0,33.0,53.0,27.0,26.0,29.0,67.0,,23.0,48.0,30.0,20.0,46.0,53.0,49.0,39.0,21.0,16.0,38.0
2020-11-14,39.0,61.0,29.0,41.0,44.0,28.0,45.0,19.0,75.0,37.0,24.0,26.0,31.0,25.0,27.0,18.0,32.0,23.0,31.0,29.0,26.0,22.0,43.0,28.0,23.0,20.0,53.0,35.0,20.0,35.0,25.0,41.0,16.0,21.0,29.0,26.0,51.0,62.0,31.0,43.0,34.0,27.0,38.0,24.0,27.0,22.0,40.0,31.0,20.0,29.0,13.0,30.0,20.0,25.0,38.0,30.0,20.0,47.0,24.0,37.0,29.0,29.0,30.0,32.0,36.0,27.0,33.0,34.0,62.0,18.0,53.0,50.0,27.0,33.0,48.0,39.0,18.0,50.0,34.0,51.0,25.0,25.0,27.0,68.0,,24.0,48.0,28.0,19.0,44.0,57.0,44.0,36.0,22.0,16.0,41.0
2020-11-21,40.0,63.0,30.0,42.0,44.0,29.0,45.0,20.0,77.0,36.0,25.0,26.0,30.0,26.0,28.0,19.0,34.0,25.0,31.0,30.0,25.0,23.0,43.0,30.0,24.0,20.0,51.0,35.0,20.0,36.0,25.0,44.0,18.0,21.0,29.0,28.0,51.0,61.0,32.0,47.0,35.0,24.0,41.0,27.0,29.0,23.0,43.0,28.0,21.0,28.0,14.0,30.0,22.0,28.0,41.0,29.0,22.0,48.0,24.0,37.0,32.0,33.0,31.0,31.0,40.0,26.0,35.0,41.0,66.0,18.0,52.0,57.0,27.0,32.0,47.0,38.0,19.0,52.0,35.0,43.0,24.0,23.0,26.0,67.0,15.0,24.0,50.0,30.0,17.0,46.0,55.0,42.0,39.0,20.0,17.0,41.0
2020-11-28,40.0,63.0,31.0,43.0,43.0,29.0,44.0,21.0,77.0,36.0,27.0,26.0,31.0,27.0,28.0,20.0,36.0,24.0,32.0,30.0,26.0,23.0,43.0,28.0,22.0,20.0,54.0,35.0,21.0,37.0,26.0,45.0,20.0,22.0,31.0,27.0,51.0,56.0,32.0,52.0,36.0,19.0,41.0,25.0,28.0,23.0,40.0,30.0,20.0,27.0,15.0,30.0,22.0,28.0,40.0,26.0,23.0,47.0,26.0,41.0,30.0,32.0,31.0,30.0,46.0,26.0,33.0,37.0,67.0,18.0,57.0,56.0,24.0,32.0,46.0,43.0,18.0,51.0,32.0,44.0,25.0,23.0,25.0,66.0,17.0,25.0,56.0,30.0,13.0,44.0,57.0,42.0,37.0,19.0,17.0,41.0
2020-12-05,42.0,64.0,32.0,47.0,43.0,32.0,45.0,23.0,78.0,38.0,30.0,28.0,32.0,28.0,29.0,22.0,38.0,26.0,35.0,30.0,28.0,25.0,43.0,31.0,23.0,21.0,53.0,36.0,23.0,39.0,28.0,47.0,21.0,24.0,34.0,26.0,51.0,47.0,36.0,54.0,35.0,22.0,42.0,26.0,32.0,21.0,41.0,30.0,22.0,30.0,18.0,34.0,24.0,29.0,38.0,27.0,24.0,49.0,25.0,43.0,27.0,34.0,31.0,36.0,48.0,25.0,35.0,39.0,73.0,20.0,57.0,60.0,24.0,31.0,48.0,47.0,19.0,52.0,33.0,43.0,26.0,25.0,28.0,65.0,,25.0,60.0,34.0,13.0,44.0,58.0,41.0,36.0,22.0,21.0,38.0
2020-12-12,43.0,66.0,33.0,49.0,43.0,33.0,46.0,25.0,79.0,38.0,32.0,30.0,33.0,29.0,30.0,21.0,40.0,28.0,35.0,31.0,29.0,25.0,45.0,33.0,24.0,22.0,56.0,38.0,24.0,42.0,31.0,47.0,23.0,26.0,37.0,26.0,52.0,46.0,39.0,58.0,36.0,23.0,41.0,25.0,33.0,21.0,47.0,28.0,22.0,33.0,19.0,34.0,25.0,28.0,44.0,26.0,25.0,51.0,27.0,44.0,26.0,34.0,31.0,34.0,48.0,27.0,36.0,44.0,72.0,20.0,66.0,57.0,23.0,33.0,49.0,47.0,17.0,48.0,33.0,39.0,30.0,30.0,29.0,66.0,20.0,27.0,69.0,35.0,15.0,46.0,60.0,47.0,38.0,25.0,21.0,38.0
2020-12-19,44.0,68.0,34.0,50.0,45.0,33.0,46.0,24.0,78.0,39.0,35.0,32.0,34.0,30.0,32.0,22.0,41.0,28.0,37.0,31.0,31.0,26.0,49.0,32.0,25.0,23.0,56.0,39.0,26.0,64.0,31.0,43.0,23.0,27.0,40.0,24.0,54.0,50.0,40.0,58.0,38.0,26.0,43.0,25.0,32.0,24.0,44.0,32.0,23.0,34.0,22.0,36.0,25.0,27.0,42.0,27.0,25.0,51.0,28.0,44.0,26.0,30.0,34.0,38.0,47.0,28.0,32.0,39.0,66.0,22.0,77.0,55.0,21.0,34.0,49.0,45.0,17.0,47.0,37.0,42.0,30.0,30.0,30.0,65.0,,33.0,68.0,35.0,18.0,45.0,64.0,48.0,34.0,27.0,14.0,39.0
2020-12-26,45.0,73.0,35.0,52.0,45.0,34.0,48.0,25.0,81.0,40.0,37.0,33.0,35.0,30.0,33.0,23.0,40.0,29.0,39.0,31.0,33.0,28.0,49.0,34.0,25.0,23.0,55.0,41.0,27.0,66.0,32.0,43.0,22.0,30.0,41.0,26.0,48.0,50.0,40.0,55.0,37.0,28.0,45.0,29.0,35.0,23.0,44.0,31.0,25.0,33.0,22.0,38.0,25.0,27.0,43.0,28.0,28.0,53.0,26.0,42.0,28.0,33.0,33.0,41.0,43.0,26.0,33.0,34.0,64.0,23.0,86.0,50.0,23.0,37.0,51.0,45.0,18.0,48.0,43.0,39.0,29.0,32.0,30.0,65.0,,34.0,56.0,38.0,18.0,45.0,69.0,50.0,37.0,26.0,13.0,46.0
2021-01-02,47.0,77.0,37.0,54.0,46.0,34.0,48.0,26.0,83.0,41.0,39.0,36.0,35.0,31.0,34.0,26.0,42.0,29.0,39.0,32.0,32.0,29.0,51.0,35.0,25.0,25.0,55.0,43.0,28.0,68.0,33.0,42.0,27.0,30.0,41.0,30.0,46.0,53.0,38.0,48.0,37.0,25.0,47.0,29.0,38.0,24.0,45.0,31.0,26.0,33.0,27.0,37.0,29.0,27.0,43.0,28.0,33.0,63.0,31.0,46.0,37.0,33.0,42.0,36.0,44.0,27.0,29.0,36.0,54.0,26.0,94.0,42.0,22.0,47.0,54.0,42.0,17.0,48.0,50.0,47.0,29.0,38.0,31.0,66.0,,36.0,57.0,38.0,17.0,46.0,70.0,53.0,32.0,32.0,14.0,53.0
2021-01-09,,,,,,37.0,51.0,,,,,,,,,,,,42.0,34.0,34.0,,55.0,,,27.0,,,28.0,,,42.0,,31.0,,,49.0,,,46.0,38.0,,50.0,,42.0,27.0,43.0,41.0,29.0,,,,32.0,,,28.0,35.0,66.0,30.0,,42.0,36.0,,38.0,,,31.0,38.0,54.0,28.0,100.0,42.0,22.0,,,44.0,,,56.0,,30.0,41.0,32.0,64.0,,36.0,,43.0,,49.0,74.0,,32.0,35.0,,55.0
2021-01-16,,,,,,38.0,51.0,,,,,,,,,,,,45.0,35.0,35.0,,55.0,,,28.0,,,29.0,,,39.0,,28.0,,,49.0,,,48.0,39.0,,50.0,,45.0,25.0,46.0,40.0,29.0,,,,33.0,,,30.0,39.0,65.0,30.0,,46.0,41.0,,38.0,,,37.0,38.0,60.0,30.0,96.0,36.0,26.0,,,52.0,,,54.0,,31.0,48.0,30.0,60.0,15.0,35.0,,45.0,,54.0,78.0,,35.0,35.0,,57.0
2021-01-23,,,,,,36.0,47.0,,,,,,,,,,,,44.0,34.0,31.0,,53.0,,,27.0,,,29.0,,,33.0,,21.0,,,54.0,,,55.0,37.0,,50.0,,44.0,25.0,48.0,38.0,27.0,,,,33.0,,,34.0,37.0,60.0,32.0,,45.0,42.0,,37.0,,,36.0,,61.0,29.0,79.0,40.0,29.0,,,42.0,,,46.0,,31.0,49.0,33.0,52.0,,33.0,,41.0,,51.0,73.0,,31.0,36.0,,48.0
2021-01-30,,,,,,33.0,43.0,,,,,,,,,,,,41.0,31.0,28.0,,49.0,,,29.0,,,26.0,,,28.0,,16.0,,,56.0,,,59.0,35.0,,46.0,,39.0,24.0,45.0,34.0,25.0,,,,27.0,,,30.0,32.0,51.0,25.0,,35.0,39.0,,38.0,,,37.0,,71.0,25.0,71.0,31.0,28.0,,,35.0,,,37.0,,28.0,41.0,28.0,43.0,,33.0,,38.0,,47.0,73.0,,31.0,28.0,,41.0
2021-02-06,,,,,,33.0,37.0,,,,,,,,,,,,37.0,29.0,29.0,,42.0,,,27.0,,,25.0,,,21.0,,12.0,,,50.0,,,65.0,31.0,,41.0,,34.0,22.0,39.0,23.0,22.0,,,,27.0,,,29.0,28.0,46.0,19.0,,28.0,35.0,,41.0,,,34.0,,71.0,25.0,58.0,28.0,27.0,,,,,,27.0,,25.0,35.0,27.0,38.0,,31.0,,34.0,,42.0,65.0,,27.0,23.0,,34.0
2021-02-13,,,,,,30.0,36.0,,,,,,,,,,,,33.0,26.0,26.0,,36.0,,,24.0,,,22.0,,,20.0,,10.0,,,47.0,,,59.0,26.0,,41.0,,30.0,22.0,36.0,20.0,20.0,,,,28.0,,,26.0,28.0,45.0,15.0,,19.0,29.0,,40.0,,,30.0,,72.0,23.0,53.0,30.0,24.0,,,,,,23.0,,24.0,30.0,31.0,36.0,21.0,30.0,,30.0,,36.0,60.0,,22.0,26.0,,30.0
2021-02-20,,,,,,30.0,34.0,,,,,,,,,,,,31.0,25.0,25.0,,35.0,,,23.0,,,20.0,,,20.0,,11.0,,,45.0,,,54.0,24.0,,39.0,,29.0,19.0,33.0,20.0,19.0,,,,27.0,,,21.0,26.0,44.0,10.0,,15.0,26.0,,40.0,,,30.0,,76.0,22.0,54.0,25.0,20.0,,,,,,22.0,,23.0,28.0,32.0,36.0,,30.0,,30.0,,37.0,56.0,,21.0,25.0,,29.0
2021-02-27,,,,,,30.0,34.0,,,,,,,,,,,,29.0,24.0,25.0,,34.0,,,17.0,,,20.0,,,20.0,,12.0,,,41.0,,,57.0,23.0,,41.0,,27.0,18.0,31.0,21.0,17.0,,,,26.0,,,21.0,25.0,42.0,9.0,,14.0,25.0,,37.0,,,29.0,,68.0,24.0,56.0,25.0,24.0,,,,,,23.0,,23.0,28.0,32.0,35.0,,30.0,,29.0,,36.0,53.0,,22.0,26.0,,26.0
2021-03-06,,,,,,25.0,34.0,,,,,,,,,,,,27.0,24.0,19.0,,32.0,,,15.0,,,18.0,,,20.0,,12.0,,,40.0,,,51.0,21.0,,43.0,,25.0,14.0,30.0,21.0,16.0,,,,21.0,,,21.0,25.0,40.0,10.0,,13.0,23.0,,30.0,,,26.0,,63.0,22.0,55.0,28.0,26.0,,,,,,24.0,,19.0,27.0,32.0,33.0,12.0,29.0,,27.0,,33.0,53.0,,23.0,23.0,,30.0
2021-03-13,,,,,,23.0,32.0,,,,,,,,,,,,22.0,23.0,17.0,,31.0,,,14.0,,,19.0,,,19.0,,12.0,,,37.0,,,53.0,19.0,,39.0,,21.0,11.0,30.0,21.0,14.0,,,,16.0,,,23.0,21.0,36.0,9.0,,12.0,22.0,,24.0,,,21.0,,55.0,20.0,57.0,23.0,32.0,,,31.0,,,22.0,,24.0,24.0,28.0,31.0,11.0,26.0,,28.0,,31.0,53.0,,24.0,17.0,,31.0
2021-03-20,,,,,,23.0,32.0,,,,,,,,,,,,17.0,22.0,16.0,,28.0,,,13.0,,,18.0,,,18.0,,11.0,,,32.0,,,44.0,19.0,,38.0,,18.0,10.0,29.0,20.0,13.0,,,,15.0,,,27.0,19.0,34.0,8.0,,12.0,19.0,,22.0,,,20.0,,49.0,18.0,55.0,29.0,29.0,,,16.0,,,21.0,,21.0,21.0,23.0,29.0,10.0,24.0,,27.0,,31.0,54.0,,23.0,17.0,,34.0
2021-03-27,,,,,,21.0,29.0,,,,,,,,,,,,14.0,20.0,15.0,,25.0,,,13.0,,,16.0,,,16.0,,11.0,,,28.0,,,37.0,17.0,,36.0,,16.0,8.0,28.0,18.0,12.0,,,,14.0,,,26.0,16.0,30.0,9.0,,12.0,17.0,,23.0,,,17.0,,45.0,16.0,52.0,32.0,23.0,,,16.0,,,19.0,,19.0,18.0,21.0,29.0,9.0,21.0,,26.0,,28.0,44.0,,20.0,14.0,,35.0
2021-04-03,,,,,,20.0,26.0,,,,,,,,,,,,14.0,18.0,14.0,,22.0,,,13.0,,,15.0,,,15.0,,11.0,,,23.0,,,37.0,16.0,,29.0,,15.0,8.0,28.0,16.0,12.0,,,,14.0,,,22.0,14.0,27.0,9.0,,13.0,16.0,,22.0,,,17.0,25.0,43.0,16.0,54.0,34.0,19.0,,,,,,18.0,,17.0,16.0,19.0,28.0,8.0,20.0,,26.0,,28.0,35.0,,18.0,12.0,,32.0
2021-04-10,,,,,,20.0,24.0,,,,,,,,,,,,15.0,17.0,14.0,,20.0,,,13.0,,,11.0,,,14.0,,11.0,,,18.0,,,34.0,14.0,,26.0,,14.0,8.0,25.0,16.0,12.0,,,,13.0,,,22.0,14.0,24.0,10.0,,12.0,13.0,,21.0,,,15.0,,41.0,17.0,46.0,34.0,11.0,,,,,,17.0,,10.0,16.0,18.0,26.0,7.0,19.0,,26.0,,28.0,25.0,,16.0,13.0,,31.0
2021-04-17,,,,,,19.0,23.0,,,,,,,,,,,,15.0,16.0,15.0,,19.0,,,13.0,,,10.0,,,14.0,,11.0,,,14.0,,,45.0,13.0,,22.0,,13.0,8.0,23.0,15.0,12.0,,,,14.0,,,18.0,13.0,25.0,11.0,,13.0,13.0,,21.0,,,16.0,,37.0,16.0,41.0,28.0,11.0,,,,,,17.0,,10.0,16.0,18.0,25.0,8.0,19.0,,28.0,,25.0,13.0,,16.0,12.0,,30.0
2021-04-24,,,,,,19.0,21.0,,,,,,,,,,,,16.0,16.0,15.0,,18.0,,,13.0,,,10.0,,,14.0,,10.0,,,12.0,,,45.0,13.0,,15.0,,13.0,8.0,22.0,15.0,12.0,,,,13.0,,,18.0,13.0,23.0,11.0,,12.0,12.0,,19.0,,,15.0,26.0,35.0,13.0,31.0,26.0,13.0,,,,,,17.0,,12.0,16.0,20.0,23.0,7.0,18.0,,27.0,,24.0,14.0,,19.0,12.0,,30.0
2021-05-01,,,,,,18.0,21.0,,,,,,,,,,,,16.0,16.0,14.0,,17.0,,,12.0,,,10.0,,,13.0,,10.0,,,12.0,,,44.0,12.0,,14.0,,12.0,8.0,20.0,15.0,12.0,,,,12.0,,,19.0,13.0,23.0,13.0,,10.0,11.0,,18.0,,,15.0,22.0,32.0,11.0,21.0,20.0,22.0,,,16.0,,,16.0,,24.0,21.0,18.0,22.0,7.0,17.0,,27.0,,22.0,13.0,,18.0,12.0,,27.0
2021-05-08,,,,,,18.0,20.0,,,,,,,,,,,,15.0,15.0,13.0,,16.0,,,11.0,,,9.0,,,13.0,,10.0,,,14.0,,,46.0,12.0,,13.0,,12.0,8.0,18.0,14.0,11.0,,,,11.0,,,15.0,11.0,24.0,12.0,,10.0,11.0,,16.0,,,15.0,17.0,29.0,12.0,18.0,16.0,21.0,,,,,,14.0,,28.0,19.0,17.0,22.0,7.0,18.0,,21.0,,21.0,12.0,,19.0,12.0,,37.0
2021-05-15,,,,,,18.0,19.0,,,,,,,,,,,,14.0,13.0,12.0,,15.0,,,11.0,,,9.0,,,12.0,,10.0,,,16.0,,,46.0,12.0,,13.0,,12.0,8.0,18.0,14.0,11.0,,,,12.0,,,15.0,13.0,23.0,12.0,,10.0,12.0,,15.0,,,14.0,,28.0,12.0,20.0,13.0,21.0,,,10.0,,,14.0,,28.0,17.0,16.0,20.0,7.0,15.0,,16.0,,20.0,12.0,,16.0,12.0,,36.0
2021-05-22,,,,,,17.0,19.0,,,,,,,,,,,,15.0,11.0,12.0,,15.0,,,12.0,,,9.0,,,13.0,,9.0,,,17.0,,,41.0,13.0,,13.0,,12.0,8.0,17.0,15.0,12.0,,,,11.0,,,14.0,13.0,23.0,11.0,,10.0,12.0,,12.0,,,15.0,,28.0,12.0,23.0,16.0,19.0,,,12.0,,,13.0,,28.0,17.0,13.0,20.0,7.0,13.0,,13.0,,19.0,10.0,,14.0,11.0,,39.0
2021-05-29,,,,,,17.0,18.0,,,,,,,,,,,,14.0,9.0,13.0,,15.0,,,12.0,,,8.0,,,12.0,,9.0,,,18.0,,,45.0,14.0,,13.0,,11.0,8.0,17.0,15.0,12.0,,,,11.0,,,16.0,13.0,22.0,10.0,,10.0,12.0,,11.0,,,16.0,12.0,27.0,11.0,24.0,16.0,10.0,,,13.0,,,12.0,,19.0,11.0,14.0,19.0,8.0,12.0,,10.0,,19.0,10.0,,14.0,11.0,,41.0
2021-06-05,,,,,,17.0,17.0,,,,,,,,,,,,15.0,8.0,13.0,,16.0,,,12.0,,,8.0,,,13.0,,8.0,,,18.0,,,37.0,14.0,,13.0,,12.0,9.0,17.0,15.0,11.0,,,,11.0,,,17.0,14.0,21.0,10.0,,10.0,12.0,,10.0,,,15.0,16.0,28.0,10.0,27.0,15.0,16.0,,,13.0,,,12.0,,15.0,11.0,14.0,17.0,8.0,10.0,,9.0,,18.0,11.0,,13.0,11.0,,32.0
2021-06-12,,,,,,17.0,17.0,,,,,,,,,,,,15.0,8.0,13.0,,17.0,,,13.0,,,8.0,,,13.0,,9.0,,,19.0,,,30.0,14.0,,12.0,,12.0,10.0,19.0,16.0,11.0,,,,10.0,,,16.0,12.0,21.0,10.0,,10.0,12.0,,10.0,,,15.0,17.0,26.0,10.0,29.0,19.0,16.0,,,15.0,,,12.0,,18.0,11.0,15.0,17.0,8.0,11.0,,9.0,,18.0,12.0,,13.0,11.0,,32.0
2021-06-19,,,,,,17.0,17.0,,,,,,,,,,,,14.0,9.0,13.0,,17.0,,,38.0,,,9.0,,,12.0,,9.0,,,20.0,,,30.0,13.0,,10.0,,13.0,10.0,19.0,15.0,11.0,,,,10.0,,,17.0,11.0,21.0,10.0,,9.0,13.0,,11.0,,,15.0,19.0,25.0,9.0,31.0,20.0,17.0,,,16.0,,,12.0,,18.0,10.0,15.0,15.0,8.0,12.0,,10.0,,19.0,12.0,,12.0,12.0,,28.0
2021-06-26,,,,,,14.0,17.0,,,,,,,,,,,,14.0,9.0,10.0,,17.0,,,38.0,,,9.0,,,13.0,,9.0,,,21.0,,,26.0,12.0,,10.0,,13.0,11.0,20.0,15.0,10.0,,,,10.0,,,15.0,12.0,22.0,9.0,,10.0,14.0,,11.0,,,14.0,13.0,26.0,9.0,34.0,22.0,16.0,,,17.0,,,13.0,,18.0,10.0,15.0,14.0,8.0,13.0,,10.0,,18.0,12.0,,13.0,10.0,,30.0
